,id,url,title,description,theme,publisher,keywords
350,donnees-hospitalieres-relatives-a-lepidemie-de-covid-19-en-france@breizh,https://data.opendatasoft.com/explore/dataset/donnees-hospitalieres-relatives-a-lepidemie-de-covid-19-en-france@breizh/information/,Données hospitalières relatives à l'épidémie de COVID-19 en France,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style='color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Santé publique France a pour mission d'améliorer et de protéger la santé des populations. Durant la crise sanitaire liée à l'épidémie du COVID-19, Santé publique France se charge de surveiller et comprendre la dynamique de l'épidémie, d'anticiper les différents scénarii et de mettre en place des actions pour prévenir et limiter la transmission de ce virus sur le territoire national.     </span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: 700;"">Les données hospitalières quotidiennes relatives à l'épidémie du COVID-19 par département et sexe du patient</span><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""> : nombre de patients hospitalisés, nombre de personnes actuellement en réanimation ou soins intensifs, nombre cumulé de personnes retournées à domicile, nombre cumulé de personnes décédées.</span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Pour certains patients, le sexe n'a pas été identifié dans la base de données. Ce qui peut induire un décalage entre la somme H/F d'un indicateur et le nombre total de cet indicateur.<span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""><br></span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;"">Les code régions et iso 3166-1 des zones ont été rajoutés.<br></span><br></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: bold;"">Attention : données en cours de constitution. Peut comporter des anomalies ou des donnés manquantes.</span></p>",['Territoire - Solidarité'],Santé Publique France,"['coronavirus', 'covid19', 'épidémie', 'pandémie', 'hôpital']"
351,conservatoire-eleves-2020-2021@cannesdata,https://data.opendatasoft.com/explore/dataset/conservatoire-eleves-2020-2021@cannesdata/information/,Élèves du conservatoire - 2020 / 2021,"<p>Élèves du Conservatoire Municipal de Musique et Théâtre de Cannes pour l'année 2020-2021, avec leur tranche d'âge, leur genre, leur année d’inscription ainsi que leur code postal.</p><p><i><b>A noter :</b> Les données de l’année 2020 sont à prendre en considération, compte tenu du contexte sanitaire lié à l’épidémie de Covid-19.<br/>En 2020, les musées et espaces d’exposition ainsi que les salles de spectacle sont restés fermés 5 mois, les médiathèques et archives municipales 3 mois et le Conservatoire un peu plus de 4 mois.<br/>Les conditions d’accueil du public à compter de mai 2020 ont été contraintes par des mesures sanitaires limitant les capacités d’accueil.</i></p><p><i> 
</i></p>",['Culture'],Mairie de Cannes,"['Conservatoire', 'Élève', 'Musique', 'Théâtre']"
352,claimant-count-by-age-and-sex@leicester,https://data.opendatasoft.com/explore/dataset/claimant-count-by-age-and-sex@leicester/information/,Claimant Count by Age and Sex,"<p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">This dataset uses ONS Claimant Count estimates to monitor unemployment in Leicester. Claimant data by age and sex are presented here for Leicester and England to allow for comparison.<o:p></o:p></span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">Claimant Count is the number of people claiming Universal Credit or Jobseekers' Allowance principally for the reason of being unemployed.<o:p></o:p></span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">Claimant Count is a useful proxy for unemployment because it is the most comprehensive unemployment-related dataset published at geographies smaller than the local authority level. While there is significant overlap, it is not the same as the national measure for unemployment, which is based on estimates from the Labour Force Survey and Annual Population Survey.<o:p></o:p></span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">Claimant Count is best used for understanding short term changes in the labour market and the relative position of small areas.<o:p></o:p></span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">Rates are calculated using ONS mid-year or census based population estimates for the 16-64 year old population as a denominator.</span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">The ONS does not publish claimant count rate estimates for the age bands presented here, so these are not official estimates and should be treated with caution.</span></p><p style=""font-family: sans-serif; margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-family: Arial, sans-serif; font-size: 16px;"">A dashboard has also been produced summarising this data into a single page. Click here to view: </span><a href=""https://data.leicester.gov.uk/pages/unemployment_dashboard/"" style=""background-color: rgb(255, 255, 255); font-family: Arial, sans-serif; font-size: 16px; font-weight: 400;"" target=""_blank"">Dashboard</a><br/></p><p style=""font-family: sans-serif; margin: 0cm; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 12pt; font-family: Arial, sans-serif;"">Further information: <br/><a href=""https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/methodologies/aguidetolabourmarketstatistics#introduction"" target=""_blank""><span style='font-family: ""inherit"", serif;'>https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/methodologies/aguidetolabourmarketstatistics#introduction</span></a> </span></p>",['Business and Economy'],Leicester City Council,"['Unemployment', 'Claimant Count', 'Benefits']"
353,immeubles-proteges-au-titre-des-monuments-historiques@data-clermont-clermont-metropole,https://data.opendatasoft.com/explore/dataset/immeubles-proteges-au-titre-des-monuments-historiques@data-clermont-clermont-metropole/information/,Immeubles protégés au titre des Monuments Historiques - Ville de Clermont-Ferrand,"<p></p><div>

<p class=""MsoNormal""><b>Cette liste présente les édifices et immeubles qui ont été ou sont protégés au titre des Monuments historiques (classés ou inscrits), depuis l’année 1840 jusqu’à aujourd’hui.</b> La liste présente l’ensemble des informations disponibles sur la base Mérimée, qui proviennent elles-mêmes de l’arrêté et du dossier de protection, établis par le service des Monuments historiques.<br><b>Les édifices protégés datent de la Préhistoire au 20e siècle.</b> <br></p>

<p class=""MsoNormal""><b> Libellés des champs</b> : <br>Reference, Dénomination de l’édifice, Destination actuelle de l’édifice, Adresse forme index, Etablissement affectataire de l’édifice, Autre appellation de l’édifice, Nature de la protection, Auteur de l’édifice, Cadastre, Commune forme index, Copyright, Type de couverture, Datation de l’édifice, Lieu de conservation d’un élément architectural déplacé, Description de l’édifice, Dimensions normalisées des édicules uniquement, Date de Label, Date de la dernière mise a jour, Date de création de la notice, Domaine, Typologie du dossier, Date et typologie de la protection, Département format numérique, Partie élévation extérieure, Source de l’énergie utilisée par l’édifice, Emplacement  forme et structure de l’escalier, Description de l’élévation intérieure, état de conservation, Cadre de l’étude, Genre du destinataire, Historique, Nom du cours d’eau traversant ou bordant l’édifice, Identifiant Agrégée, COG Insee lors de la protection, Justification attribution, Justification de la datation, Liens externes, Lieudit, Lien vers la base Archiv MH, Matériaux du gros oeuvre, Observations, Précision affectataire, Partie constituante non étudiée, Partie constituante, Précision sur la dénomination, Personnes liées à l’édifice, Typologie de plan, Précision de la localisation, Précision de la protection, Description de l’iconographie, Typologie de la protection, Précision sur le statut de l’édifice, Référence a un ensemble, Lien vers la base Joconde, Lien vers la base Palissy, Références des parties constituantes étudiées, Région, Département, Eléments remarquables dans l’édifice, Remploi, Renvoi vers une notice de la base Mérimée ou Palissy, Indexation iconographique normalisée, Siècle de campagne secondaire de construction, Siècle de la campagne principale de construction, Format abrégé du siècle de construction, Typologie de la zone de protection, Statut juridique de l’édifice, Technique du décor porte de l’édifice, Titre éditorial de la notice, Matériaux de la couverture, Couverts ou découverts du jardin de l’édifice, Vocable pour les édifices cultuels, Typologie du couvrement, Adresse forme éditoriale, Commune forme éditoriale,  code département, Code Insee, coordonnées au format WGS84.</p><p class=""MsoNormal"">Ce jeu de données est mis à jour tous les jeudis à 6h00.<br></p><p class=""MsoNormal"">N.B. : Les monuments sans coordonnées géographiques sont<b> en cours de géolocalisation</b> par les producteurs de données. </p><p class=""MsoNormal""><br></p></div><div><p class=""MsoNormal""><img src=""https://www.culture.gouv.fr/var/culture/storage/images/_aliases/medium/media/thematiques/monuments-historiques-sites-patrimoniaux-remarquables/images/logotypes/logotypes-mh/logotype-mh-pour-edition-40mm-rvb-ombre/2181903-1-fre-FR/Logotype-MH-pour-edition-40mm-RVB-ombre.png"" style=""width: 200px;""/><br></p><p class=""MsoNormal""><br></p></div><p></p>",['Culture - Tourisme'],Ministère de la Culture,"['monument historique', 'Monuments', 'Mérimée', 'Immeubles', 'Culture', 'Clermont-Ferrand']"
354,dependencia-cuidadores@jcyl,https://data.opendatasoft.com/explore/dataset/dependencia-cuidadores@jcyl/information/,Dependencia: cuidadores,"<p><span style=""font-size: 12.495px;"">Personas designadas como cuidadoras del entorno familiar. Datos desglosados por sexo de la persona cuidadora y de la persona en situación de dependencia, provincia y grado de dependencia.</span><br/></p>",['Society and well-being'],Junta de Castilla y León,"['servicios sociales', 'discapacidad', 'dependencia']"
355,namur-limites-des-localites@digitalwallonia,https://data.opendatasoft.com/explore/dataset/namur-limites-des-localites@digitalwallonia/information/,Namur - Limites des Localités,"Découpage de Namur en 26 localités. Observatoire des chiffres par localité à la date du jour.   Par localité, vous trouverez : <span style=""font-size: 0.875rem;"">Nombre d'habitants, </span><span style=""font-size: 0.875rem;"">Nombre d'habitants par genre (Masculin/Féminin), </span><span style=""font-size: 0.875rem;"">Nombre d'hommes, femmes et enfants de moins de 20ans,</span><span style=""font-size: 0.875rem;""> Nombre de chefs de ménages, isolés et personnes en communauté, </span><span style=""font-size: 0.875rem;"">Nombre de voiries, </span><span style=""font-size: 0.875rem;""> Altitude minimun et maximum, </span><span style=""font-size: 0.875rem;"">Superficie (km²), </span><span style=""font-size: 0.875rem;"">Densité de population.</span>",['Administration and Public Services'],Ville de Namur,"['Commune', 'Namur', 'Limite', 'Population', 'Homme', 'Femme', 'Enfant', 'Ménage', 'Habitant', 'Voirie', 'Chiffres', 'densité', 'superficie', 'Fonds de plan', 'Habitante']"
356,prenoms-a-rennes@rennes-metropole,https://data.opendatasoft.com/explore/dataset/prenoms-a-rennes@rennes-metropole/information/,Prénoms à Rennes,"<p>Liste des prénoms des enfants nés à Rennes depuis 2012, au format CSV, avec le nombre d’occurrences de chaque prénom, classés par année et par sexe.</p>",['Citoyenneté'],Ville de Rennes,['état civil']
357,namur-limites-des-localites@namur,https://data.opendatasoft.com/explore/dataset/namur-limites-des-localites@namur/information/,Namur - Limites des Localités,"Découpage de Namur en 26 localités. Observatoire des chiffres par localité à la date du jour.   Par localité, vous trouverez : <span style=""font-size: 0.875rem;"">Nombre d'habitants, </span><span style=""font-size: 0.875rem;"">Nombre d'habitants par genre (Masculin/Féminin), </span><span style=""font-size: 0.875rem;"">Nombre d'hommes, femmes et enfants de moins de 20ans,</span><span style=""font-size: 0.875rem;""> Nombre de chefs de ménages, isolés et personnes en communauté, </span><span style=""font-size: 0.875rem;"">Nombre de voiries, </span><span style=""font-size: 0.875rem;""> Altitude minimun et maximum, </span><span style=""font-size: 0.875rem;"">Superficie (km²), </span><span style=""font-size: 0.875rem;"">Densité de population.</span>","['Administration, Gouvernement, Finances publiques, Citoyenneté']",Ville de Namur,"['Commune', 'Namur', 'Limite', 'Population', 'Homme', 'Femme', 'Enfant', 'Ménage', 'Habitant', 'Voirie', 'Chiffres', 'densité', 'superficie', 'Fonds de plan', 'Habitante']"
358,statbel-population-2023@digitalwallonia,https://data.opendatasoft.com/explore/dataset/statbel-population-2023@digitalwallonia/information/,"Statbel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2023","<p>StatBel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2023.  La structure de la population recouvre des statistiques relatives à la population et aux caractéristiques de cette population. <span style=""font-size: 0.875rem;"">Il s’agit du nombre d’habitants et des caractéristiques suivantes: sexe, âge, résidence, état civil, nationalité et ménages.</span><span style=""font-size: 0.875rem;"">Cette statistique est consacrée à la population résidente, telle qu’inscrite au Registre national des personnes physiques (RNPP), au 1er janvier de la période de référence concernée. </span><span style=""font-size: 0.875rem;"">La population belge comprend les Belges et les non-Belges admis ou autorisés à s’établir ou à séjourner sur le territoire mais ne comprend pas les non-Belges séjournant pendant moins de trois mois sur le territoire, les demandeurs d’asile et les non-Belges en situation irrégulière.</span></p><div>      </div>",['Administration and Public Services'],Statbel,"['Structure de la population', 'Population', 'Age', 'Nationalité', 'Etat civil', 'Belgique', 'Région', 'province', 'statbel']"
359,namur-population-etat-civil-veuf@namur,https://data.opendatasoft.com/explore/dataset/namur-population-etat-civil-veuf@namur/information/,Namur - Population - Etat civil - Veufs par groupes d'âges quinquennaux et quartier,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Situation d'état civil avec distinction Hommes et Femmes, par année et par quartier depuis 1985 - Chiffres absolus répartis par intervalles de 5 en 5 ans (Veufs). Chiffres collectés au 1er janvier de chaque année depuis 1985. </p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"">STATISTIQUES</a> de l’OPENDATA de la commune de Namur. </p>","['Population, Statistiques']",Ville de Namur,"['Statistique', 'StatExport', 'Population', 'Structure de la population', 'Etat civil', 'Quartier']"
360,population_ev_indic_rapportgenre@namur,https://data.opendatasoft.com/explore/dataset/population_ev_indic_rapportgenre@namur/information/,Namur - Population - Rapport de genre,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur par quartier - Evolution du nombre d'habitants et le rapport de genre soit le nombre de femmes pour 100 hommes. Chiffres collectés au 1er janvier de chaque année depuis 1985. </p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"">O</a>bservatoire démographique de l’OPENDATA de la commune de Namur. </p>","['Population, Statistiques']",Ville de Namur,"['Statistique', 'Population', 'Genre', 'Namur', 'Chiffres', 'Evolution', 'Démographie', 'Structure de la population', 'Indicateur', 'StatExport']"
361,fr-en-proportion-de-bacheliers-dans-une-generation@dataeducation,https://data.opendatasoft.com/explore/dataset/fr-en-proportion-de-bacheliers-dans-une-generation@dataeducation/information/,La proportion de bacheliers dans une génération,"Ce jeu de données contient l'évolution de la proportion de bacheliers 
dans une génération selon la voie et le sexe (à partir de 2000).  Le 
baccalauréat est un diplôme national qui sanctionne la fin des études 
secondaires générales, technologiques ou professionnelles. <br/>Données 
démographiques : la population par âge est issue des estimations 
publiées par l'Insee pour la France hors Mayotte. La population connue 
en mars 2003 a été utilisée ici. Elle permet le calcul des proportions 
provisoires de bacheliers dans une génération pour les sessions 2021 et 
2022, et définitives pour les sessions antérieures.<br/>Pour en savoir plus :<br/>Notes d'information 23.9 ; 22.10<br/>Série chronologique : la proportion de bacheliers dans une génération","['Elèves, étudiants, et apprentis', 'Diplômes et examens', 'Statistiques sur les diplômes et résultats aux examens']",DEPP – Ministère de l’éducation nationale et de la jeunesse,"['espérance', 'baccalauréat', 'élèves', 'cohortes', 'génération']"
362,fr-esr-parcoursup_2022@mesr,https://data.opendatasoft.com/explore/dataset/fr-esr-parcoursup_2022@mesr/information/,Parcoursup 2022 - vœux de poursuite d'études et de réorientation dans l'enseignement supérieur et réponses des établissements,"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données présente les vœux de poursuite d’études et de réorientation dans l’enseignement supérieur ainsi que les propositions des établissements pour chaque formation – hors apprentissage – à la fin du processus d’affectation de la plateforme Parcoursup pour la session 2022 (du 20 janvier au 16 septembre 2022). Les données sont tirées de la plateforme Parcoursup 2022 et prennent en compte l’ensemble de la campagne jusqu’à la date du 16 septembre 2022. Elles sont disponibles sous forme de base de donnés à télécharger et sous forme de </span><a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" style=""font-size: 0.875rem; background-color: rgb(255, 255, 255);"" target=""_blank"">visualisation graphique « dataviz »</a><span style=""font-family: inherit; font-size: 0.875rem;"">.</span><br/></p><hr/><p><span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données est bâti à partir des données Parcoursup de la campagne 2022. L’application Parcoursup est la plateforme nationale de préinscription mise en place par le Ministère de l’Enseignement supérieur, de la recherche et de l’innovation permettant aux élèves de candidater à l’entrée dans l’enseignement supérieur.</span><br/></p><p>Il couvre l’ensemble des candidats ayant au moins un vœu d’orientation validé en phase principale et/ou complémentaire, ce parmi les 13 644 formations proposées hors apprentissage. Il couvre ainsi 967 664 candidats. Un sous ensemble de données porte spécifiquement sur les 624 620 néo-bacheliers parmi ces candidats.</p><hr/><p><span style=""font-family: inherit; font-size: 0.875rem;""><a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank"">Ce jeu de données est complété par une « dataviz » proposant une visualisation des principaux indicateurs</a>. Ainsi, sont représentés graphiquement pour chaque formation détaillée, la capacité d’accueil, le nombre de vœux faits par les candidats dans une formation, le nombre de propositions d’admission faites par l’établissement sur cette formation, le nombre de candidats qui ont accepté cette proposition dans l’ensemble des phases de la procédure, les rangs du dernier appelé en phase principal.</span></p><p><img src=""https://dataesr.enseignementsup-recherche.pro/images/P811-PORTFOLIO_FR_PARCOURSUP_EXPLORER.png"" style=""width: 532px;""/><span style=""font-family: inherit; font-size: 0.875rem;""><br/></span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Ces principaux indicateurs sont complétés par un graphique représentant le rythme auquel les candidats qui s’inscrivent dans une formation, ont vu cette formation leur être proposée. Enfin, un zoom est réalisé sur le profil des néo-bacheliers qui ont accepté la proposition d’admission de la formation : série de baccalauréat, mention au baccalauréat (dont la mention « Très bien » agrégée), caractère boursier de l’enseignement secondaire ou non, origine géographique. </span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Cette <a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank"">dataviz </a>se veut un outil complémentaire d’aide aux lycéens candidatant sur Parcoursup, en leur permettant de repérer un certain nombre de caractéristiques synthétiques sur chaque formation, reflétant les profils des admis ainsi que le rythme auquel les admis se sont vus, au cours de la procédure, proposer la formation in fine choisie.</span><br/></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Les informations sont accessibles selon l’établissement d’accueil et la formation : </span><br/></p><p>o<span style=""white-space:pre"">	</span>Le nom de l’établissement et son n°UAI</p><p>o<span style=""white-space:pre"">	</span>La région, l’académie et le département de l’établissement</p><p>o<span style=""white-space:pre"">	</span>La formation demandée, agrégée et détaillée ainsi que sa nature sélective ou non</p><p>o<span style=""white-space:pre"">	</span>Le nombre de places (capacité d’accueil)</p><p>o<span style=""white-space:pre"">	</span>Le nombre de vœux reçus selon le sexe et la série du baccalauréat</p><p>o<span style=""white-space:pre"">	</span>Le nombre de vœux classés par l’établissement de la formation d’accueil selon la série du baccalauréat</p><p>o<span style=""white-space:pre"">	</span>Le nombre de propositions d’admission faites selon la série du baccalauréat </p><p>o<span style=""white-space:pre"">	</span>Le nombre de propositions d’admission faites aux différentes dates clés de la campagne Parcoursup et qui seront ensuite acceptées </p><p>o<span style=""white-space:pre"">	</span>Le nombre d’admis selon le sexe, la série du baccalauréat et la mention obtenue</p><p>o<span style=""white-space:pre"">	</span>Le rang du dernier appelé de son groupe parmi les candidatures en phase principale</p><p>o<span style=""white-space:pre"">	</span>Le nombre de boursiers de l’enseignement secondaire pour les lycéens de terminale et de l’enseignement supérieur pour les étudiants en réorientation</p><p>o<span style=""white-space:pre"">	</span>Le nombre de candidats admis en BTS ou en CPGE et issus de leur lycée (i.e. le lycée où ils étaient inscrits en terminale)</p><p>Depuis 2021, la mention « Très bien » est détaillée par deux variables : la mention « Très Bien (hors félicitations) » (entre 16 et 18 de moyenne au baccalauréat) et la mention « Très bien avec félicitations du jury » (plus de 18 de moyenne au baccalauréat). Egalement, le nombre de groupes d’appelés a été réduit à trois ; il s’agit du rang affiché sur la cartographie Parcoursup et ce rang est susceptible d’être supérieur au nombre de classés pour certaines formations qui utilisent les listes communes d’appelés (elles sont identifiées par la variable « list_com »).</p><p>Certaines données issues de la cartographie du site parcoursup.fr sont repris dans ce jeu de données :</p><p>-<span style=""white-space:pre"">	</span> Taux d’accès : rapport entre le nombre de candidats dont le rang de classement est inférieur ou égal au rang du dernier appelé de son groupe et le nombre de candidats ayant validé un vœu pour la formation étudiée en phase principale (hors GDD - phase permettant de redistribuer les places laissées vacantes à l’issue de la phase principale aux néo-bacheliers sans proposition). <br/><span style=""font-family: inherit; font-size: 0.875rem;"">Tous ces candidats n’ont pas intégré la formation, soit parce qu’ils ont eux-mêmes renoncé à cette formation avant de recevoir la proposition d’admission, soit parce qu’ils ont eu le choix entre plusieurs formations et ont au final accepté la proposition d’une autre formation. </span><span style=""font-family: inherit; font-size: 0.875rem;"">Si le taux est de 100%, cela signifie qu'aucun candidat n’était en attente de proposition dans cette formation à la fin de la PP (hors GDD). </span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">-</span><span style=""font-family: inherit; font-size: 0.875rem; white-space: pre;"">	</span><span style=""font-family: inherit; font-size: 0.875rem;"">Répartition par type de baccalauréat, des candidats qui étaient en position de recevoir une proposition en phase principale en 2022 : Répartition par baccalauréat du nombre de candidats dont le rang de classement est inférieur ou égal au rang du dernier appelé de son groupe en phase principale (hors GDD)</span><br/></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Seuls les candidats scolarisés en France ou de nationalité européenne sont pris en compte dans le calcul de ces 2 indicateurs.</span></p><p><b>/!\ Le mode de calcul de ces deux indicateurs diffère de celui des années précédentes, le nom des variables a été modifié afin d'éviter de les comparer avec les données des années antérieures. <span style=""font-family: inherit; font-size: 0.875rem;"">Ces indicateurs ne peuvent être recalculés à partir des données disponibles dans cet opendata.</span></b></p><hr/><div><br/></div><p>Le jeu de données permet ainsi d’observer pour chaque formation présente dans Parcoursup et pour chaque établissement d’accueil la demande et la satisfaction de celle-ci, le profil des candidats et celui des admis ainsi que d’autres résultats à la fin du processus d’affectation. </p><p>Parcoursup est le portail internet national de préinscription à l’enseignement supérieur. Parcoursup s’adresse à toute personne qui souhaite s’inscrire dans une première année de l’enseignement supérieur. On retrouve ainsi principalement les néo-bacheliers, les étudiants en réorientation et les étudiants étrangers. Ils doivent formuler et confirmer des vœux pour recevoir une affectation. Un candidat peut faire jusqu’à 10 vœux non hiérarchisés en phase principale. Attention, pour certaines formations, les vœux peuvent être multiples : chaque vœu multiple est composé de sous-vœux qui correspondent chacun à une formation dans un établissement donné. C’est le cas par exemple pour les écoles d’ingénieur ou de commerce s’inscrivant dans le cadre d’un concours national.</p>","['Education, Formation, Recherche, Enseignement', 'Administration, Gouvernement, Finances publiques, Citoyenneté']",Ministère de l'Enseignement supérieur et de la Recherche > Sous-Direction des systèmes d'information et des études statistiques (SIES) > Département des études statistiques sur l'enseignement supérieur,"['éducation', 'orientation', 'enseignement supérieur', 'étudiants', 'formations', 'formation', 'parcoursup', 'STS', 'CPGE', 'licence', 'UAI', 'boursiers', 'boursier', 'endo-recrutement', 'rang', 'admis', 'admissibles', 'places', 'voeux', 'demande', 'offre', 'établissement', 'établissements', 'capacité', 'propositions', 'proposition', 'vœu', 'vœux', 'voeu', 'BTS', 'école de commerce', ""CPGE intégrée à l'université"", 'DEUST', 'DCG', 'BUT', 'L.AS', 'PASS']"
