,dataset_uid,title,description
478,da_51azkt@ofgl-opendatamef,Interne - Base extrafinanciere départements – 2016-2022,"<h3>Présentation du jeu de données :</h3>
<p>La base extrafinancière des départements présente les données ayant servi au calcul de ratios présentés dans la <a href=""https://data.ofgl.fr/pages/zoom-depenses-departementales/"" target=""_blank"">datastory des départements</a>.</p>
<p>Ces données sont issues de deux sources :</p><p>- Les fichiers des dotations des départements de la DGCL, disponibles également sur le <a href=""https://data.ofgl.fr/explore/dataset/dotations-departements/table/?disjunctive.strate&amp;disjunctive.urbain_rural&amp;disjunctive.met_om&amp;disjunctive.categorie&amp;disjunctive.variable&amp;sort=exercice"" target=""_blank"">portail de l'OFGL</a>.</p>
<p>- Le ministère de l'éducation nationale, de la jeunesse et des sports, dont les bases initiales sont disponibles <a href=""https://data.education.gouv.fr/explore/dataset/fr-en-effectifs-second-degre/table/?disjunctive.libelle_departement&amp;disjunctive.code_departement&amp;disjunctive.code_postal&amp;disjunctive.localite_acheminement&amp;q=type_d_etablissement:%27COLLEGE%27+OR+type_d_etablissement:%27ETABLISSEMENT+DE+REINSERTION+SCOLAIRE%27+OR+type_d_etablissement:%27ETABLISSEMENT+REGIONAL+D%5C%27ENSEIGNT+ADAPTE%27+OR+type_d_etablissement:%27COLLEGE+SPECIALISE%27+OR+type_d_etablissement:%27COLLEGE+CLIMATIQUE%27"" target=""_blank"">ici</a> (jusqu'à 2019-2020, base maintenant obsolète) et <a href=""https://data.education.gouv.fr/explore/dataset/fr-en-college-effectifs-niveau-sexe-lv/table/?disjunctive.rentree_scolaire&amp;disjunctive.region_academique&amp;disjunctive.academie&amp;disjunctive.departement&amp;disjunctive.commune&amp;disjunctive.numero_college&amp;disjunctive.denomination_principale&amp;disjunctive.patronyme&amp;disjunctive.secteur&amp;disjunctive.rep&amp;disjunctive.rep_plus&amp;dataChart=eyJxdWVyaWVzIjpbeyJjb25maWciOnsiZGF0YXNldCI6ImZyLWVuLWNvbGxlZ2UtZWZmZWN0aWZzLW5pdmVhdS1zZXhlLWx2Iiwib3B0aW9ucyI6eyJkaXNqdW5jdGl2ZS5yZW50cmVlX3Njb2xhaXJlIjp0cnVlLCJkaXNqdW5jdGl2ZS5yZWdpb25fYWNhZGVtaXF1ZSI6dHJ1ZSwiZGlzanVuY3RpdmUuYWNhZGVtaWUiOnRydWUsImRpc2p1bmN0aXZlLmRlcGFydGVtZW50Ijp0cnVlLCJkaXNqdW5jdGl2ZS5jb21tdW5lIjp0cnVlLCJkaXNqdW5jdGl2ZS5udW1lcm9fY29sbGVnZSI6dHJ1ZSwiZGlzanVuY3RpdmUuZGVub21pbmF0aW9uX3ByaW5jaXBhbGUiOnRydWUsImRpc2p1bmN0aXZlLnBhdHJvbnltZSI6dHJ1ZSwiZGlzanVuY3RpdmUuc2VjdGV1ciI6dHJ1ZSwiZGlzanVuY3RpdmUucmVwIjp0cnVlLCJkaXNqdW5jdGl2ZS5yZXBfcGx1cyI6dHJ1ZSwicmVmaW5lLnNlY3RldXIiOiJQVUJMSUMiLCJyZWZpbmUucmVudHJlZV9zY29sYWlyZSI6IjIwMTkiLCJyZWZpbmUuZGVwYXJ0ZW1lbnQiOiJDT1JSRVpFIiwicmVmaW5lLmRlbm9taW5hdGlvbl9wcmluY2lwYWxlIjpbIkNPTExFR0UiLCJFVEFCLlJFR0lPTkFMIEVOU0VJR05UIEFEQVBURSJdfX0sImNoYXJ0cyI6W3siYWxpZ25Nb250aCI6dHJ1ZSwidHlwZSI6ImNvbHVtbiIsImZ1bmMiOiJTVU0iLCJ5QXhpcyI6Im5vbWJyZV9lbGV2ZXNfdG90YWwiLCJzY2llbnRpZmljRGlzcGxheSI6dHJ1ZSwiY29sb3IiOiJyYW5nZS1jdXN0b20iLCJwb3NpdGlvbiI6ImNlbnRlciJ9XSwieEF4aXMiOiJkZXBhcnRlbWVudCIsIm1heHBvaW50cyI6NTAsInNvcnQiOiIiLCJzZXJpZXNCcmVha2Rvd24iOiJub21icmVfZWxldmVzX3RvdGFsIiwic2VyaWVzQnJlYWtkb3duVGltZXNjYWxlIjoiIn1dLCJ0aW1lc2NhbGUiOiIiLCJkaXNwbGF5TGVnZW5kIjp0cnVlLCJhbGlnbk1vbnRoIjp0cnVlfQ%3D%3D"" target=""_blank"">ici</a> (à partir de 2019-2020, nouvelle base). (certaines données ont été retravaillées).<br/></p><p><br/></p><hr/><p><br/></p>"
479,da_sjoc1x@opendatamef,Effectifs de la DGCCRF depuis 2016,"<p>Ce tableau liste les effectifs de la Direction générale de la concurrence, <p>consommation et répression des fraudes (DGCCRF) par catégorie (A, B et C) et sexe depuis 2016.</p></p>"
480,da_uaurfo@analyzemorrisville,Police Incidents,<p>This dataset includes all police incidents that have been recorded. Each incident is listed with multiple fields with most available for sorting in various ways. Information for homicides and sexual assaults have been redacted.</p>
481,da_ej9sb6@cddoubs,Recensements de la population entre 1801 et 1936,"<p>Le recensement de la population a pour objectifs le dénombrement des logements et de la population résidant en France et la connaissance de leurs principales caractéristiques : sexe, âge, activité, professions exercées, caractéristiques des ménages, taille et type de logement. <br/>Institué en 1801, le recensement s'est déroulé tous les 5 ans jusqu'en 1936. Les informations recueillies intéressent les collectivités territoriales, les services de l'État mais aussi les entreprises, sociologues, urbanistes,... <br/><br/></p>"
482,da_jrtzp8@datasncf,Accords collectifs nationaux,"<p>Accords collectifs nationaux visant à mettre en place des politiques sociales communes à l’ensemble des salariés du Groupe public ferroviaire (SNCF).</p><p>Ce jeu de données traduit la mise en place de l’unité sociale du Groupe public ferroviaire en 2015. Le dialogue social soutenu avec les organisations syndicales s’est concrétisé par la signature de 22 accords collectifs nationaux.</p><p>La grande majorité des accords a permis de mettre en place des politiques sociales communes à l’ensemble des salariés du GPF (SNCF, SNCF Réseau, SNCF Mobilités) en matière d’égalité professionnelle entre les femmes et les hommes et la mixité, l’amélioration de la politique d’aide au logement, les actions en faveur de l’emploi des travailleurs handicapés, une protection sociale renforcée pour les contractuels. </p><p>Certains accords ont permis d’introduire  des dispositions novatrices comme l’intéressement  au sein de SNCF Réseau et de SNCF Mobilités qui reconnaissent et associent les salariés au résultat de chacun de ces deux EPIC. De même, le Groupe public ferroviaire a mis en place un plan épargne de groupe, ainsi qu'un compte épargne temps avec des possibilités de le monétiser donnant ainsi plus de marges de manœuvres aux salariés.</p><p>Des dispositifs sont également mis en place à l’échelle du Groupe SNCF. Ainsi une bourse de l’emploi et une charte de mobilité signée par les sociétés du groupe, favorisent des mobilités plus larges et plus diversifiées à l’ensemble des collaborateurs.</p>"
483,da_k1cpzz@australiademo,Labour market regions (SA4),"<p style=""font-family: Arial; color: rgb(34, 30, 31);"">Labour force status by Labour market region (ASGS) and Sex, as described by the Australian Bureau of Statistics.</p><p style=""font-family: Arial; color: rgb(34, 30, 31);""><a href=""https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia-detailed/latest-release#labour-market-regions-sa4-"" style=""text-decoration: none; color: rgb(0, 136, 204);"" target=""_blank"">https://www.abs.gov.au/statistics/labour/employment-and-unemployment/labour-force-australia-detailed/latest-release#labour-market-regions-sa4-</a></p>"
484,da_0nsu8o@datailedefrance,FSS - répartition des bourses par échelon et par sexe (sept. 2008),"<p><p>Il
s’agit de la présentation des bourses par échelon, par sexe et
par type de formation. 
</p>
<p>Chaque
extraction concerne une session (février ou septembre). Les
extractions septembre N et février N+1 peuvent être cumulées pour
représenter une année scolaire ou civile. 
</p>
<p>Deux
secteurs
de
formation
sont
concernés :
le
social
(=1)
et
le
sanitaire
(=2).

</p></p>"
485,da_jpxoq8@opendata-lamayenne-fr-paysdelaloire,Population 2020 par CSP en Mayenne,"<p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Population (de 15 ans ou plus) par Catégories Socioprofessionnelles (CSP) en 2020, en Mayenne.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Géographie au 1er janvier 2022.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces résultats sont issus de l'exploitation complémentaire du recensement 2019.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">CSP :</p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li>Agriculteurs exploitants</li><li>Artisans, commerçant et chefs d'entreprise</li><li>Cadres et professions intellectuelles supérieures</li><li>Professions intermédiaires</li><li>Employés</li><li>Ouvriers</li><li>Retraités</li><li>Autres personnes sans activité professionnelle</li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Définitions et fiches conseils thématiques :</p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li><a href=""https://www.insee.fr/fr/statistiques/fichier/2383177/fiche-PCS.pdf"" style=""text-decoration: none; color: rgb(227, 6, 19);"">https://www.insee.fr/fr/statistiques/fichier/2383177/fiche-PCS.pdf</a></li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Le recensement de la population permet de connaître la diversité et l'évolution de la population de la France. L’Insee fournit ainsi des statistiques sur les habitants et les logements, leur nombre et leurs caractéristiques : répartition par sexe et âge, professions, conditions de logement, modes de transport, déplacements domicile-travail, etc.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les effectifs supérieurs à 500 peuvent normalement être utilisés en toute confiance. Les effectifs inférieurs à 200 doivent être maniés avec précaution, car, en raison de l'imprécision liée au sondage, ils peuvent ne pas être significatifs. Les comparaisons entre territoires de petites tailles sont à proscrire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour des zones de moins de 2 000 habitants, il est recommandé de ne pas utiliser les données issues de l'exploitation complémentaire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour plus d'information méthodologique, vous pouvez consulter les fiches ""Conseils pour l'utilisation des résultats du recensement"" en cliquant sur le lien <a href=""https://www.insee.fr/fr/information/2383177"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces fiches présentent les caractéristiques nouvelles du recensement de la population et traitent de leurs conséquences sur l'utilisation des données. Elles précisent en particulier les changements affectant les principales variables statistiques et</p>"
486,da_epuy68@opendatamef,Effectifs de la fonction publique de l'État depuis 1998,"<p>Effectifs de la fonction publique de l'État (FPE) au 31 décembre par ministère. Série longue depuis 1998.</p><p>Le  fichier contient les données des effectifs par ministère employeur et leurs EPA rattachés ainsi que la répartition de ces effectifs en fonction de l'âge moyen, de la part des femmes, des moins de 30 ans et des 50 ans et plus. </p><p>L'ensemble des séries longues produites par le département des statistiques de la DGAFP se trouvent sur le site <a href=""https://www.fonction-publique.gouv.fr/series/longues"">www.fonction-publique.gouv.fr/series/longues</a></p>"
487,da_tsu0vh@datailedefrance,Événements pour la Journée internationale des droits des femmes du 8 mars,"<p>Ce jeu de données recense les actions organisées par les partenaires de la Région à l'occasion de la journée du 8 mars 2024, Journée internationale des droits des femmes. </p>

<p>La Région soutient les acteurs du territoire francilien qui apportent des réponses concrètes et adaptées en matière de lutte pour l’égalité femmes-hommes et contre les violences sexistes et sexuelles. Sur l’ensemble des politiques régionales, ce sont plus de 8 millions d’euros qui ont été dédiés en 2023 à ces sujets. C’est notamment au travers de dispositifs dédiés à l’égalité femmes/hommes et la lutte contre les violences faites aux femmes, aux femmes en difficulté et à l’aide aux victimes, que la Région soutient les personnes morales de droit privé à but non lucratif œuvrant pour les droits des femmes en Île-de-France.</p>"
488,da_a8bpd1@grandchambery,Effectif de Grand Chambéry,"<p>Effectif de Grand Chambéry par année, sexe, âge, direction, compétences, statut, ETP, grade, <span style=""font-size: 0.875rem;"">catégorie, </span>filière.</p><p><a href=""https://storymaps.arcgis.com/collections/c609dc613d8649f5aa41b70fc28e2906?item=2"" target=""_blank"">Visualisations des rapports d'activités</a><br/></p>"
489,da_rheknj@toulouse-metropole,Base SIRENE Toulouse Métropole,"<p>Retrouvez toutes les entreprises et leurs établissements. La base Sirene® est actualisée tous les jours, elle regroupe environ 30 millions d'établissements en activité ou non. </p><p>Données basées sur le stock de 2024-07.</p><h3><b>IMPORTANT</b></h3><p>La base Sirene contenant des données à caractère personnel, l'Insee attire votre attention sur les obligations légales qui en découlent :</p><ul><li>Le traitement de ces données relève des obligations de déclaration de la Loi 78-17 du 6 janvier 1978 modifiée, dite Loi CNIL : <a href=""https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee"" target=""_blank"">https://www.cnil.fr/fr/loi-78-17-du-6-janvier-1978-modifiee</a></li><li>Selon votre usage du jeu de données, il est de votre responsabilité de tenir compte du statut de diffusion le plus récent de chaque personne physique.</li></ul><p>En effet, l'article A123-96 du code de commerce dispose que :</p><blockquote><p>""Toute personne physique peut demander soit directement lors de ses formalités de création ou de modification, soit par lettre adressée au directeur général de l'Institut national de la statistique et des études économiques, que les informations du répertoire la concernant ne puissent être utilisées par des tiers autres que les organismes habilités au titre de l'article R. 123-224 ou les administrations, à des fins de prospection, notamment commerciale.""</p></blockquote><h3><b>SIRENE BY ODS</b></h3><p>ODS présente une base des établissements consolidée avec les données de son unité légale associée.</p><h4><b>Enrichissements</b></h4><ul><li>ajout des libellés des codes NAF et catégories juridiques;</li><li>ajout des libellés tranches légales et des types de voie;</li><li>ajout des hierarchies administratives (reg/arr/dep/epci);</li><li>ajout de la géolocalisation des établissements via un géocodage BAN;</li><li>changement de certaines abréviations (F/M, O/N, A/C) par le libellé correspondant (sexeunitelegale, etatadministratifunitelegale, caractereemployeurunitelegale, etatadministratifetablissement, etablissementsiege, caractereemployeuretablissement)</li><li>ajout d'un champ ""première ligne d'adressage"" avec la civilité + nom prénom personne de l'unité legale</li><li>ajout d'un champ adresse établissement (concaténation num + type + voie)</li></ul><h4><b>Notes</b></h4><ul><li>les valeurs de ""date de début de l’établissement"" ont été reconstruites à partir d’une ancienne version pour une centaine d’enregistrements dont les valeurs étaient incohérentes.<br></li></ul><p></p>"
490,da_4r8ho3@occitanie-dataeducation,Résultats détaillés au DNB,"<p><span style=""font-size: 12.495px;"">Ce jeu de données présente les résultats au Diplôme National du Brevet (région Occitanie</span><span style=""font-family: inherit; font-size: 0.833rem;"">), en les détaillant par âge, série et genre.</span></p><p><br/></p>"
491,da_84iiun@digitalwallonia,"Statbel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2021","StatBel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2021.  La structure de la population recouvre des statistiques relatives à la population et aux caractéristiques de cette population. <span style=""font-size: 0.875rem;"">Il s’agit du nombre d’habitants et des caractéristiques suivantes: sexe, âge, résidence, état civil, nationalité et ménages.</span><span style=""font-size: 0.875rem;"">Cette statistique est consacrée à la population résidente, telle qu’inscrite au Registre national des personnes physiques (RNPP), au 1er janvier de la période de référence concernée. </span><span style=""font-size: 0.875rem;"">La population belge comprend les Belges et les non-Belges admis ou autorisés à s’établir ou à séjourner sur le territoire mais ne comprend pas les non-Belges séjournant pendant moins de trois mois sur le territoire, les demandeurs d’asile et les non-Belges en situation irrégulière.</span><div>      </div>"
492,da_uejcdk@isere,Données hospitalières relatives à l'épidémie de COVID-19 en France,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style='color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Santé publique France a pour mission d'améliorer et de protéger la santé des populations. Durant la crise sanitaire liée à l'épidémie du COVID-19, Santé publique France se charge de surveiller et comprendre la dynamique de l'épidémie, d'anticiper les différents scénarii et de mettre en place des actions pour prévenir et limiter la transmission de ce virus sur le territoire national.     </span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: 700;"">Les données hospitalières quotidiennes relatives à l'épidémie du COVID-19 par département et sexe du patient</span><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""> : nombre de patients hospitalisés, nombre de personnes actuellement en réanimation ou soins intensifs, nombre cumulé de personnes retournées à domicile, nombre cumulé de personnes décédées.</span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Pour certains patients, le sexe n'a pas été identifié dans la base de données. Ce qui peut induire un décalage entre la somme H/F d'un indicateur et le nombre total de cet indicateur.<span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""><br></span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;"">Les code régions et iso 3166-1 des zones ont été rajoutés.<br></span><br></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: bold;"">Attention : données en cours de constitution. Peut comporter des anomalies ou des donnés manquantes.</span></p>"
